"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.748518083E0,-3.222947845E0,-9.251361694E0,3.770658875E-1
3.758463083E0,-3.212769012E0,-9.255253601E0,3.818559265E-1
3.768409083E0,-3.214864655E0,-9.261690216E0,3.701802063E-1
3.778354083E0,-3.224744110E0,-9.266330566E0,3.667373657E-1
3.788299083E0,-3.227737885E0,-9.250014496E0,3.709286499E-1
3.798245083E0,-3.237168274E0,-9.254056091E0,3.881428528E-1
3.808190083E0,-3.238066406E0,-9.239536285E0,3.963757324E-1
3.818135083E0,-3.231929169E0,-9.228908386E0,4.180805969E-1
3.828081083E0,-3.243155823E0,-9.226064301E0,4.132905579E-1
3.838026083E0,-3.252885590E0,-9.220376129E0,4.168830872E-1
3.847971083E0,-3.262914734E0,-9.230105896E0,4.197271729E-1
3.857917083E0,-3.268303528E0,-9.243128815E0,4.257147217E-1
3.867862083E0,-3.272494812E0,-9.246871033E0,4.186793518E-1
3.877807083E0,-3.255430298E0,-9.259744263E0,4.087998962E-1
3.887753083E0,-3.245999908E0,-9.264085236E0,4.128414917E-1
3.897698083E0,-3.232378235E0,-9.270521851E0,3.932322693E-1
