"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.866233500E0,8.300239563E-1,5.432203674E0,-2.002236328E0
3.876177500E0,3.680995331E0,3.131787415E0,6.691085815E-1
3.886121500E0,3.382665710E0,2.704875183E-1,2.393522644E0
3.896065500E0,8.957373047E-1,-2.346520386E0,2.403402100E0
3.906010500E0,-1.402283936E0,-4.306843872E0,-8.572673035E-1
3.915954500E0,-6.989265747E0,-8.115224304E0,-4.828059998E0
3.925898500E0,-1.178843582E1,-1.803165298E1,7.712112579E0
3.935842500E0,-1.380698822E1,-2.828533035E1,5.029541016E0
3.945787500E0,-1.486034775E1,-4.370147232E1,2.752625885E0
3.955731500E0,-1.249721191E1,-5.405020203E1,1.249272125E1
3.965675500E0,-9.325756989E0,-5.721866318E1,1.305749680E1
3.975619500E0,-3.857029266E0,-5.071034729E1,1.087174210E1
